交易离家的距离,距离上一次交易发生地的距离,购买价格交易与中位购买价格的比率,交易是否来自同一零售商,是否通过信用卡进行的交易,交易是否使用密码进行,交易是否为在线订单,交易是否具有欺诈性
15.094623466880789,,0.2631565902065324,1.0,0.0,0.0,0.0,0.0
15.094623466880789,0.325799339258897,0.2631565902065324,1.0,0.0,0.0,0.0,0.0
5.531329664416323,14.146388939672384,1.5673385399815345,1.0,0.0,0.0,1.0,0.0
5.773762789487577,2.361755156537867,3.157950846542134,1.0,0.0,0.0,0.0,0.0
7.358424375435728,0.2570367807730124,0.3321464860185252,1.0,0.0,0.0,1.0,0.0
2.112701623223652,0.7679969788028285,0.4935297480924939,1.0,0.0,0.0,0.0,0.0
1.3765111057737864,8.067794800713646,1.6180794090566393,0.0,0.0,0.0,1.0,0.0
42.427325565928825,4.485045349693694,0.4159424525604513,1.0,0.0,0.0,1.0,0.0
55.7659199466787,0.0645104060040708,0.1623567752084241,1.0,1.0,0.0,1.0,0.0
15.94986125520711,4.445797906669348,1.5658235708564254,1.0,0.0,0.0,1.0,0.0
13.125675326405462,0.080095002256207,1.092585146184325,1.0,1.0,0.0,0.0,0.0
155.6992593632333,0.0942491793859381,1.0215415080956105,1.0,1.0,1.0,1.0,1.0
16.573554826917714,1.282395384513623,0.7638926763616966,1.0,1.0,0.0,0.0,0.0
5.0914993113176745,0.5983675411160484,0.6976880233215728,1.0,1.0,0.0,1.0,0.0
0.4170594759694598,0.1801952530582885,1.5471301720959243,0.0,0.0,0.0,1.0,0.0
10.191941435902626,9.766708163600358,0.888488136004534,1.0,0.0,0.0,0.0,0.0
8.425167609603129,1.55949047456367,0.88520531872509,1.0,0.0,0.0,1.0,0.0
36.04019936607677,0.1233779157976688,1.884823120291064,1.0,0.0,0.0,1.0,0.0
107.59028696785128,0.927201268766946,1.0987628825726712,1.0,0.0,0.0,0.0,1.0
3.110343120319175,0.120987541979962,1.3205120685409288,1.0,1.0,0.0,1.0,0.0
15.005864121677345,0.665028458173787,6.629172415644938,1.0,0.0,1.0,0.0,0.0
8.243715957011572,3.341241989931208,0.1161962803474757,1.0,0.0,0.0,0.0,0.0
59.19578002787399,3.3629154086206974,0.6320849562524984,1.0,0.0,0.0,0.0,0.0
88.92624850065694,18.40261152750873,0.1053298958605708,1.0,1.0,0.0,0.0,1.0
15.041684522852478,0.3324805607376302,3.0271391033806943,1.0,0.0,0.0,1.0,0.0
3.57878904567506,0.0665224839285444,5.439412100060324,1.0,0.0,0.0,0.0,0.0
2.486723446303268,7.907917902240429,2.6704044303599788,1.0,0.0,0.0,1.0,0.0
1.9266677734253768,0.4837208309498236,0.932148472313996,1.0,0.0,0.0,0.0,0.0
8.795404333779123,1.3378200807937572,3.069226679675942,1.0,0.0,0.0,1.0,0.0
2.2138706562144987,0.3434031322252572,0.6928639732263475,1.0,1.0,0.0,1.0,0.0
