交易离家的距离,距离上一次交易发生地的距离,购买价格交易与中位购买价格的比率,交易是否来自同一零售商,是否通过信用卡进行的交易,交易是否使用密码进行,交易是否为在线订单,交易是否具有欺诈性
3.304527314284157,5.616082563293894,0.7510457834638395,1.0,1.0,0.0,1.0,0.0
1.6075248332064465,2.981197430753108,0.0631565087831339,0.0,1.0,0.0,1.0,0.0
87.36700826313424,2.9320977945359865,6.549298646046017,1.0,1.0,0.0,0.0,0.0
12.62857725128106,0.9618134146184888,1.220644464574773,1.0,0.0,0.0,0.0,0.0
5.2990652167408765,0.5403488868821911,3.134715815560016,1.0,0.0,0.0,1.0,0.0
2.064165070901019,4.010688912639222,0.5568661572970053,1.0,0.0,0.0,0.0,0.0
13.594573566046687,1.0671771156009016,0.6501065039953183,1.0,0.0,0.0,1.0,0.0
6.153273262969974,23.15670050419188,0.2924032542383156,1.0,0.0,0.0,1.0,0.0
19.77902138428988,1.3024880020767249,0.5527438053129079,1.0,1.0,0.0,1.0,0.0
142.2289742871156,1.374059611979152,2.3674609641813427,1.0,0.0,0.0,0.0,0.0
16.372032063384307,0.5796099388838828,0.2578735273438371,1.0,0.0,0.0,1.0,0.0
0.8294426204246722,0.944095505151522,1.106057544531181,0.0,0.0,0.0,1.0,0.0
50.8043199744892,0.0518084369915523,0.5914051444427411,1.0,1.0,0.0,0.0,0.0
5.3113152427038655,1.729457842917832,0.369690719277053,1.0,1.0,0.0,1.0,0.0
59.44355402205123,0.0269080567200382,0.0547244729726841,1.0,0.0,0.0,1.0,0.0
2.9024054094974843,0.5362885911966719,0.4583624682394221,1.0,1.0,1.0,0.0,0.0
154.7556000703335,0.3557222811847506,1.3312094280084832,1.0,0.0,0.0,0.0,0.0
6.094232453089601,0.1225396231975431,2.714974308830153,1.0,1.0,0.0,1.0,0.0
0.334987666959851,0.2053170496903584,3.97998080577464,0.0,1.0,0.0,1.0,0.0
43.48784851172306,6.927963415224434,2.076357303551979,1.0,0.0,0.0,1.0,0.0
1.645280891316131,1.36001853928646,0.7894923579024816,0.0,0.0,0.0,0.0,0.0
105.12886007117676,16.0139822788122,0.4574427788794915,1.0,0.0,0.0,0.0,0.0
42.96153299994335,1.2454886608640618,0.5041226524052462,1.0,0.0,0.0,0.0,0.0
7.789278299542667,1.6023795262356706,1.9482292695486605,1.0,0.0,1.0,0.0,0.0
2.3919979776265823,0.3941115768552489,0.4113444209477525,1.0,1.0,1.0,1.0,0.0
102.81170435710244,0.3357073504465463,1.1455539817031133,1.0,0.0,0.0,0.0,0.0
69.02834032515631,11.88813848019998,0.3250405576838697,1.0,0.0,0.0,1.0,0.0
1.8560818254483389,0.935945133582612,2.471547436261825,0.0,0.0,0.0,1.0,0.0
2.7590496691149644,2.357077349838576,0.8336417265288668,1.0,1.0,0.0,1.0,0.0
4.810735338387573,0.0560246822100532,0.4499438209775396,1.0,0.0,0.0,1.0,0.0
51.3052479291053,9.485761495492406,3.958187357415409,1.0,0.0,0.0,1.0,0.0
15.31070640590078,0.1015081689192212,1.2996719081445258,1.0,0.0,0.0,1.0,0.0
7.943226268732912,0.9881251592651064,2.277469586783244,1.0,0.0,0.0,0.0,0.0
28.369954884973698,5.1207268661011485,0.3535389248708241,1.0,1.0,0.0,1.0,0.0
17.370482743815145,0.321749007332972,0.1582708786339064,1.0,0.0,0.0,0.0,0.0
16.91693336101083,3.0883049771280584,0.0917369206413249,1.0,1.0,0.0,0.0,0.0
2.353177920971591,0.2206705703300862,0.8837662048591559,1.0,0.0,0.0,0.0,0.0
15.29668768397719,0.0412021959924753,0.3510312457123145,1.0,0.0,1.0,1.0,0.0
83.92148980222915,1.33708418960117,0.4565473868539236,1.0,1.0,0.0,1.0,0.0
20.9401168331784,2.329611512908668,1.092597696497812,1.0,0.0,0.0,1.0,0.0
32.142601760594495,0.5335009582439288,0.6521836058891125,1.0,0.0,1.0,1.0,0.0
40.29025139082045,0.8617957825642286,0.4520252069286214,1.0,0.0,0.0,0.0,0.0
28.61915355575278,0.2942240309616889,0.2867109500311519,1.0,1.0,0.0,0.0,0.0
3.7686652850485904,18.38028156748212,0.3214166010985385,1.0,1.0,0.0,1.0,0.0
5.0338061736048845,2.655241880525235,0.5136532663383058,1.0,1.0,0.0,0.0,0.0
4.844114273658949,0.013911398089,0.3140909017668348,1.0,1.0,0.0,1.0,0.0
125.43647191298685,0.3571668592350543,0.538151843063991,1.0,0.0,0.0,0.0,0.0
0.1926809642309878,32.561966476781635,0.4201969486785504,0.0,0.0,0.0,0.0,0.0
35.053272350272835,0.2874007245152172,0.5134724735428674,1.0,1.0,0.0,0.0,0.0
2.13964961119507,0.8413643952006189,1.7752805005028722,1.0,1.0,0.0,1.0,0.0
1.718768379006975,0.6131360745836932,1.4388762885767978,0.0,0.0,0.0,1.0,0.0
64.63417944839205,0.8514457348751818,0.9109392938847396,1.0,1.0,0.0,0.0,0.0
6.3695216744016765,20.71892265725813,1.5112470148538375,1.0,1.0,0.0,1.0,0.0
24.236187275312574,1.2509927952116444,0.3095330593749498,1.0,0.0,0.0,0.0,0.0
4.9839235003485145,0.6898976444300565,2.7001749714373364,1.0,0.0,0.0,1.0,0.0
23.654631672771,1.1764775946161783,3.4343479352295514,1.0,0.0,0.0,1.0,0.0
7.255380656261815,0.9183654733011928,1.045175177454673,1.0,0.0,1.0,0.0,0.0
6.79908832113446,1.083223448376206,0.7712729305882434,1.0,1.0,0.0,1.0,0.0
3.049516469638288,0.4153714962838808,0.8448907874327956,1.0,1.0,0.0,0.0,0.0
15.13226121267368,0.5172190374585245,0.3348772592000476,1.0,0.0,0.0,1.0,0.0
7.020468511550408,0.2690190955969552,1.794954766946815,1.0,1.0,0.0,0.0,0.0
23.363518301651563,4.20551483395218,4.721551888250154,1.0,1.0,0.0,0.0,0.0
51.05470353320111,3.2269079626494124,0.501501156152053,1.0,1.0,0.0,1.0,0.0
27.581114045544044,0.4383440129199837,0.6859573131223969,1.0,1.0,0.0,1.0,0.0
15.571205996724204,0.1665475717125394,0.4146391103896472,1.0,0.0,0.0,1.0,0.0
13.441641573457186,15.82474307927026,0.4185630206584249,1.0,1.0,0.0,1.0,0.0
6.627491153524306,25.83142454498501,0.2382850391005344,1.0,0.0,0.0,1.0,0.0
4.422854587773066,0.0887169556727207,0.3832056733570432,1.0,0.0,0.0,0.0,0.0
62.01603407519047,0.7717408496755392,0.7593564058644539,1.0,0.0,0.0,1.0,0.0
19.514342733204536,3.113201922920742,0.3685308529040821,1.0,0.0,1.0,0.0,0.0
15.715418031819947,0.0078722277011228,1.878149506930603,1.0,0.0,0.0,0.0,0.0
10.9224878530199,5.898645891262921,1.083403524726117,1.0,0.0,0.0,0.0,0.0
1.780356986474718,0.2716043030211624,0.6377461078200394,0.0,1.0,1.0,0.0,0.0
2.794600304347137,3.747195462978506,7.442912143709225,1.0,1.0,0.0,1.0,1.0
55.7659199466787,0.0645104060040708,0.1623567752084241,1.0,1.0,0.0,1.0,0.0
2.1412904900108742,0.0598624456447302,0.4757114577779933,1.0,1.0,0.0,0.0,0.0
5.737873034211976,0.3131639998160898,1.0603956904738887,1.0,0.0,0.0,0.0,0.0
63.301948760263656,2.465127071870776,0.434108524253336,1.0,0.0,0.0,1.0,0.0
6.846207076944232,0.3950833743740028,2.6018129970731225,1.0,0.0,0.0,0.0,0.0
3.901479015595393,7.562416659035655,0.7455492663592045,1.0,0.0,0.0,0.0,0.0
22.19354976600534,0.2095960270843192,0.8149470717425031,1.0,0.0,0.0,0.0,0.0
2.9462171317892905,0.7152417252261062,1.061239695678821,1.0,1.0,0.0,0.0,0.0
9.123555406900705,0.4239096197637835,1.026142534429902,1.0,0.0,0.0,0.0,0.0
68.06482679984224,1.7299185798384904,0.3074442804510587,1.0,0.0,0.0,0.0,0.0
6.000754645159987,0.3382550287557329,1.1060150538802938,1.0,1.0,0.0,0.0,0.0
4.79015375148081,0.956155747555428,1.5336827893138891,1.0,1.0,1.0,1.0,0.0
13.339674867451954,4.316677423633429,0.6652908223429264,1.0,0.0,0.0,1.0,0.0
5.303412680130097,0.4786731935259033,2.2895075392188686,1.0,1.0,0.0,0.0,0.0
7.0181852754288645,11.410782531690735,1.583613490324765,1.0,1.0,0.0,0.0,0.0
