交易离家的距离,距离上一次交易发生地的距离,购买价格交易与中位购买价格的比率,交易是否来自同一零售商,是否通过信用卡进行的交易,交易是否使用密码进行,交易是否为在线订单,交易是否具有欺诈性
37.69439713071319,0.8827730174441138,0.5193381948887403,1.0,0.0,0.0,1.0,0.0
4.250769842822419,6.120641186595647,1.163993475982955,1.0,1.0,0.0,0.0,0.0
51.87989387964347,7.530272621558988,0.3771715023301019,1.0,1.0,0.0,1.0,0.0
7.966292130960727,8.447260057232725,0.6817152597527243,1.0,0.0,0.0,0.0,0.0
0.7671173265993425,0.8742094332904731,1.5559384279724078,0.0,1.0,1.0,1.0,0.0
24.13304567825106,10.607425416086762,0.5296673083885832,1.0,0.0,0.0,0.0,0.0
520.5715388121288,0.4975377180370466,2.007167425192065,1.0,1.0,0.0,1.0,0.0
6.55275603483229,12.954294695410342,0.6194720094827091,1.0,0.0,1.0,0.0,0.0
5.170894005520121,0.7356749648481075,0.917786502865716,1.0,1.0,0.0,0.0,0.0
7.058282712623619,0.4123395388127313,0.1638238641020264,1.0,0.0,0.0,1.0,0.0
31.83303291539112,16.600460170606876,1.977633394584508,1.0,1.0,0.0,1.0,0.0
21.33533646831489,8.568491508076752,0.8280042425500928,1.0,0.0,0.0,1.0,0.0
15.891078621301832,5.295313780712571,1.5462927968138525,1.0,1.0,1.0,1.0,0.0
2.905312177760954,0.1597124832049719,0.3030128689374077,1.0,0.0,0.0,1.0,0.0
3.864577817620426,4.52340298491754,0.87912348467767,1.0,0.0,0.0,0.0,0.0
10.093198103624552,0.097302389154172,0.5194224322901363,1.0,0.0,0.0,0.0,0.0
2.9147651697339434,19.63543201023674,0.3922289442194214,1.0,0.0,0.0,1.0,0.0
21.87012521858101,55.33989729384689,0.8966074164561799,1.0,1.0,1.0,1.0,0.0
12.26508645401841,3.723618182205816,1.0378007124962103,1.0,0.0,0.0,0.0,0.0
4.103796633679979,1.6889451885292832,0.6832181796534368,1.0,0.0,0.0,1.0,0.0
45.40830374649562,0.6556179174716201,0.6114951656609758,1.0,0.0,0.0,1.0,0.0
6.61966613833505,6.61056120500013,1.2054427097609368,1.0,0.0,0.0,1.0,0.0
8.553694177657038,8.639012178397142,2.224149494436764,1.0,1.0,0.0,1.0,0.0
5.588340876674077,0.5562703499257432,9.991691446326769,1.0,0.0,0.0,0.0,0.0
8.62475673730029,0.179860787270999,0.3697953082915813,1.0,0.0,1.0,0.0,0.0
34.017898964956174,0.0854156382811864,1.4767641825347766,1.0,0.0,0.0,0.0,0.0
86.4155643172374,0.3978550509731198,2.0254171839648527,1.0,0.0,0.0,0.0,0.0
16.087197585526877,0.1303026510511993,1.1705003939163416,1.0,0.0,0.0,1.0,0.0
